comparison,sample_id,model_a,model_b,temperature_a,temperature_b,repeat_a,repeat_b,token,logprob_a,logprob_b,logprob_delta_b_minus_a,probability_delta_b_minus_a
gpt-4o-2024-08-06: T0 -> T0.5,task_07_milk_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,0,0,A,-4.8826117515563965,-5.31742000579834,-0.43480825424194336,-0.002671805102892255
gpt-4o-2024-08-06: T0 -> T0.5,task_07_milk_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,0,0,B,-0.007611720357090235,-0.004920043051242828,0.0026916773058474064,0.0026748651109025356
gpt-4o-2024-08-06: T0 -> T0.5,task_07_milk_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,0,0,C,-12.320111274719238,-13.28617000579834,-0.9660587310791016,-2.763305126019444e-06
gpt-4o-2024-08-06: T0 -> T0.5,task_07_milk_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,0,0,D,-15.945111274719238,-16.083045959472656,-0.13793468475341797,-1.5317635910918784e-08
gpt-4o-2024-08-06: T0 -> T0.5,task_07_milk_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,0,0,E,-15.257611274719238,-15.12992000579834,0.12769126892089844,3.220235517074951e-08
gpt-4o-2024-08-06: T0 -> T0.5,task_07_milk_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,0,0,F,-15.366986274719238,-15.89554500579834,-0.5285587310791016,-8.700907823487575e-08
gpt-4o-2024-08-06: T0 -> T0.5,task_07_milk_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,0,0,G,-18.288862228393555,-17.942420959472656,0.34644126892089844,4.7236328538437175e-09
gpt-4o-2024-08-06: T0 -> T0.5,task_07_milk_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,0,0,N,-17.663862228393555,-17.801795959472656,-0.13793373107910156,-2.7462804615849766e-09
gpt-4o-2024-08-06: T0 -> T0.5,task_07_milk_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,1,1, A,-19.411170959472656,-19.411170959472656,0.0,0.0
gpt-4o-2024-08-06: T0 -> T0.5,task_07_milk_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,1,1, B,-15.739295959472656,-15.739295959472656,0.0,0.0
gpt-4o-2024-08-06: T0 -> T0.5,task_07_milk_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,1,1,A,-5.3174214363098145,-5.3174214363098145,0.0,0.0
gpt-4o-2024-08-06: T0 -> T0.5,task_07_milk_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,1,1,B,-0.004921343177556992,-0.004921343177556992,0.0,0.0
gpt-4o-2024-08-06: T0 -> T0.5,task_07_milk_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,1,1,C,-12.754920959472656,-12.754920959472656,0.0,0.0
gpt-4o-2024-08-06: T0 -> T0.5,task_07_milk_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,1,1,D,-16.114295959472656,-16.114295959472656,0.0,0.0
gpt-4o-2024-08-06: T0 -> T0.5,task_07_milk_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,1,1,E,-14.989295959472656,-14.989295959472656,0.0,0.0
gpt-4o-2024-08-06: T0 -> T0.5,task_07_milk_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,1,1,F,-16.051795959472656,-16.051795959472656,0.0,0.0
gpt-4o-2024-08-06: T0 -> T0.5,task_07_milk_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,1,1,G,-18.551795959472656,-18.551795959472656,0.0,0.0
gpt-4o-2024-08-06: T0 -> T0.5,task_07_milk_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,1,1,N,-17.504920959472656,-17.504920959472656,0.0,0.0
gpt-4o-2024-08-06: T0 -> T0.5,task_07_milk_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,2,2, A,-19.411170959472656,-19.458045959472656,-0.046875,-1.7007396196592612e-10
gpt-4o-2024-08-06: T0 -> T0.5,task_07_milk_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,2,2, B,-15.739295959472656,-15.64554500579834,0.0937509536743164,1.4354996994770274e-08
gpt-4o-2024-08-06: T0 -> T0.5,task_07_milk_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,2,2,A,-5.3174214363098145,-5.31742000579834,1.430511474609375e-06,7.017216382618208e-09
gpt-4o-2024-08-06: T0 -> T0.5,task_07_milk_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,2,2,B,-0.004921343177556992,-0.004920043051242828,1.300126314163208e-06,1.2937445059701957e-06
gpt-4o-2024-08-06: T0 -> T0.5,task_07_milk_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,2,2,C,-12.754920959472656,-13.28617000579834,-0.5312490463256836,-1.19026097032265e-06
gpt-4o-2024-08-06: T0 -> T0.5,task_07_milk_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,2,2,D,-16.114295959472656,-16.083045959472656,0.03125,3.1864252095001324e-09
gpt-4o-2024-08-06: T0 -> T0.5,task_07_milk_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,2,2,E,-14.989295959472656,-15.12992000579834,-0.1406240463256836,-4.056138048270726e-08
gpt-4o-2024-08-06: T0 -> T0.5,task_07_milk_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,2,2,F,-16.051795959472656,-15.89554500579834,0.1562509536743164,1.8071218338080072e-08
gpt-4o-2024-08-06: T0 -> T0.5,task_07_milk_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,2,2,G,-18.551795959472656,-17.942420959472656,0.609375,7.361478189260273e-09
gpt-4o-2024-08-06: T0 -> T0.5,task_07_milk_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,2,2,N,-17.504920959472656,-17.801795959472656,-0.296875,-6.418168918399184e-09
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,0,0, N,-16.298616409301758,-15.647686004638672,0.6509304046630859,7.658144084978526e-08
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,0,0,A,-11.267366409301758,-10.710186004638672,0.5571804046630859,9.53310293822864e-06
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,0,0,B,-9.736116409301758,-8.413311004638672,1.322805404663086,0.0001627843000616139
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,0,0,C,-9.986116409301758,-9.553936004638672,0.43218040466308594,2.488692573612486e-05
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,0,0,D,-11.032991409301758,-10.632061004638672,0.40093040466308594,7.970168998984911e-06
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,0,0,E,-8.282991409301758,-5.97581148147583,2.3071799278259277,0.0022866606417122227
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,0,0,F,-7.111116409301758,-5.66331148147583,1.4478049278259277,0.0026550201696125967
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,0,0,G,-7.548616409301758,-7.28831148147583,0.26030492782592773,0.0001566425975527652
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,0,0,N,-0.0017412242013961077,-0.007061311975121498,-0.0053200877737253904,-0.005296730340263234
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,1,1, N,-16.455541610717773,-16.455541610717773,0.0,0.0
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,1,1,A,-11.111791610717773,-11.111791610717773,0.0,0.0
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,1,1,B,-9.518041610717773,-9.518041610717773,0.0,0.0
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,1,1,C,-9.846166610717773,-9.846166610717773,0.0,0.0
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,1,1,D,-10.924291610717773,-10.924291610717773,0.0,0.0
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,1,1,E,-7.768041610717773,-7.768041610717773,0.0,0.0
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,1,1,F,-6.752416610717773,-6.752416610717773,0.0,0.0
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,1,1,G,-7.330541610717773,-7.330541610717773,0.0,0.0
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,1,1,N,-0.0024166801013052464,-0.0024166801013052464,0.0,0.0
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,2,2, N,-16.455541610717773,-16.298616409301758,0.15692520141601562,1.2124481444936237e-08
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,2,2,A,-11.111791610717773,-11.267366409301758,-0.15557479858398438,-2.151813944097069e-06
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,2,2,B,-9.518041610717773,-9.736116409301758,-0.21807479858398438,-1.440384416310005e-05
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,2,2,C,-9.846166610717773,-9.986116409301758,-0.13994979858398438,-6.915141956369705e-06
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,2,2,D,-10.924291610717773,-11.032991409301758,-0.10869979858398438,-1.855577522093382e-06
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,2,2,E,-7.768041610717773,-8.282991409301758,-0.5149497985839844,-0.00017026103517078501
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,2,2,F,-6.752416610717773,-7.111116409301758,-0.3586997985839844,-0.0003520699649462195
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,2,2,G,-7.330541610717773,-7.548616409301758,-0.21807479858398438,-0.00012838006558201648
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,2,2,N,-0.0024166801013052464,-0.0017412242013961077,0.0006754558999091387,0.0006740531308900843
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,0,0, N,-15.490202903747559,-15.815643310546875,-0.3254404067993164,-5.204849617785642e-08
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,0,0,A,-9.833952903747559,-9.800018310546875,0.033934593200683594,1.8501238732844641e-06
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,0,0,B,-8.365202903747559,-8.909393310546875,-0.5441904067993164,-9.771600472140724e-05
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,0,0,C,-9.552702903747559,-9.221893310546875,0.3308095932006836,2.7842281277793248e-05
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,0,0,D,-11.177702903747559,-11.018768310546875,0.1589345932006836,2.4086458773593414e-06
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,0,0,E,-5.865202903747559,-6.784393310546875,-0.9191904067993164,-0.0017051536217681385
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,0,0,F,-6.599577903747559,-7.018768310546875,-0.4191904067993164,-0.0004660152784479116
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,0,0,G,-6.693327903747559,-7.128143310546875,-0.4348154067993164,-0.0004369446688273921
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,0,0,N,-0.005827948916703463,-0.003143373876810074,0.0026845750398933887,0.0026725607158527565
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,1,1, N,-15.490202903747559,-15.490202903747559,0.0,0.0
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,1,1,A,-9.833952903747559,-9.833952903747559,0.0,0.0
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,1,1,B,-8.365202903747559,-8.365202903747559,0.0,0.0
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,1,1,C,-9.552702903747559,-9.552702903747559,0.0,0.0
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,1,1,D,-11.177702903747559,-11.177702903747559,0.0,0.0
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,1,1,E,-5.865202903747559,-5.865202903747559,0.0,0.0
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,1,1,F,-6.599577903747559,-6.599577903747559,0.0,0.0
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,1,1,G,-6.693327903747559,-6.693327903747559,0.0,0.0
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,1,1,N,-0.005827948916703463,-0.005827948916703463,0.0,0.0
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,2,2, N,-15.490202903747559,-15.490202903747559,0.0,0.0
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,2,2,A,-9.833952903747559,-9.833952903747559,0.0,0.0
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,2,2,B,-8.365202903747559,-8.365202903747559,0.0,0.0
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,2,2,C,-9.552702903747559,-9.552702903747559,0.0,0.0
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,2,2,D,-11.177702903747559,-11.177702903747559,0.0,0.0
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,2,2,E,-5.865202903747559,-5.865202903747559,0.0,0.0
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,2,2,F,-6.599577903747559,-6.599577903747559,0.0,0.0
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,2,2,G,-6.693327903747559,-6.693327903747559,0.0,0.0
gpt-4o-2024-08-06: T0 -> T0.5,task_08_chocolate_pudding_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,2,2,N,-0.005827948916703463,-0.005827948916703463,0.0,0.0
gpt-4o-2024-08-06: T0 -> T0.5,task_09_orange_juice_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,0,0, C,-16.53131866455078,-16.421945571899414,0.10937309265136719,7.645687262729123e-09
gpt-4o-2024-08-06: T0 -> T0.5,task_09_orange_juice_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,0,0,A,-10.953193664550781,-10.937570571899414,0.015623092651367188,2.7558296527168105e-07
gpt-4o-2024-08-06: T0 -> T0.5,task_09_orange_juice_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,0,0,B,-9.937568664550781,-9.906320571899414,0.031248092651367188,1.5338941297065475e-06
gpt-4o-2024-08-06: T0 -> T0.5,task_09_orange_juice_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,0,0,C,-6.873571692267433e-05,-7.088138227118179e-05,-2.145665348507464e-06,-2.145515567986145e-06
gpt-4o-2024-08-06: T0 -> T0.5,task_09_orange_juice_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,0,0,D,-13.859443664550781,-13.703195571899414,0.1562480926513672,1.6184725857173114e-07
gpt-4o-2024-08-06: T0 -> T0.5,task_09_orange_juice_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,0,0,E,-13.609443664550781,-13.562570571899414,0.04687309265136719,5.897058596970969e-08
gpt-4o-2024-08-06: T0 -> T0.5,task_09_orange_juice_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,0,0,F,-15.921943664550781,-15.781320571899414,0.1406230926513672,1.8371222867888127e-08
gpt-4o-2024-08-06: T0 -> T0.5,task_09_orange_juice_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,0,0,G,-14.750068664550781,-14.593820571899414,0.1562480926513672,6.642198108575284e-08
gpt-4o-2024-08-06: T0 -> T0.5,task_09_orange_juice_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,0,0,N,-17.26569366455078,-17.171945571899414,0.09374809265136719,3.119486573645585e-09
gpt-4o-2024-08-06: T0 -> T0.5,task_09_orange_juice_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,1,1, C,-16.421945571899414,-16.421945571899414,0.0,0.0
gpt-4o-2024-08-06: T0 -> T0.5,task_09_orange_juice_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,1,1,A,-10.937570571899414,-10.937570571899414,0.0,0.0
gpt-4o-2024-08-06: T0 -> T0.5,task_09_orange_juice_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,1,1,B,-9.906320571899414,-9.906320571899414,0.0,0.0
gpt-4o-2024-08-06: T0 -> T0.5,task_09_orange_juice_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,1,1,C,-7.088138227118179e-05,-7.088138227118179e-05,0.0,0.0
gpt-4o-2024-08-06: T0 -> T0.5,task_09_orange_juice_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,1,1,D,-13.703195571899414,-13.703195571899414,0.0,0.0
gpt-4o-2024-08-06: T0 -> T0.5,task_09_orange_juice_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,1,1,E,-13.562570571899414,-13.562570571899414,0.0,0.0
gpt-4o-2024-08-06: T0 -> T0.5,task_09_orange_juice_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,1,1,F,-15.781320571899414,-15.781320571899414,0.0,0.0
gpt-4o-2024-08-06: T0 -> T0.5,task_09_orange_juice_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,1,1,G,-14.593820571899414,-14.593820571899414,0.0,0.0
gpt-4o-2024-08-06: T0 -> T0.5,task_09_orange_juice_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,1,1,N,-17.171945571899414,-17.171945571899414,0.0,0.0
gpt-4o-2024-08-06: T0 -> T0.5,task_09_orange_juice_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,2,2, C,-16.43757438659668,-16.421945571899414,0.015628814697265625,1.144396086668392e-09
gpt-4o-2024-08-06: T0 -> T0.5,task_09_orange_juice_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,2,2,A,-10.875073432922363,-10.937570571899414,-0.06249713897705078,-1.1465034083223067e-06
gpt-4o-2024-08-06: T0 -> T0.5,task_09_orange_juice_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,2,2,B,-9.875073432922363,-9.906320571899414,-0.03124713897705078,-1.5825330795249054e-06
gpt-4o-2024-08-06: T0 -> T0.5,task_09_orange_juice_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,2,2,C,-7.374227425316349e-05,-7.088138227118179e-05,2.8608919819816947e-06,2.8606851131263156e-06
gpt-4o-2024-08-06: T0 -> T0.5,task_09_orange_juice_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,2,2,D,-13.625073432922363,-13.703195571899414,-0.07812213897705078,-9.091307438317255e-08
gpt-4o-2024-08-06: T0 -> T0.5,task_09_orange_juice_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,2,2,E,-13.531323432922363,-13.562570571899414,-0.03124713897705078,-4.0875548869739707e-08
gpt-4o-2024-08-06: T0 -> T0.5,task_09_orange_juice_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,2,2,F,-15.687573432922363,-15.781320571899414,-0.09374713897705078,-1.3763647318478916e-08
gpt-4o-2024-08-06: T0 -> T0.5,task_09_orange_juice_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,2,2,G,-14.531323432922363,-14.593820571899414,-0.06249713897705078,-2.9613255294651383e-08
gpt-4o-2024-08-06: T0 -> T0.5,task_09_orange_juice_state_00,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,2,2,N,-17.10944938659668,-17.171945571899414,-0.062496185302734375,-2.248090824767876e-09
gpt-4o-2024-08-06: T0 -> T0.5,task_09_orange_juice_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,0,0, C,-17.03125762939453,-17.421876907348633,-0.39061927795410156,-1.2975023492542422e-08
gpt-4o-2024-08-06: T0 -> T0.5,task_09_orange_juice_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,0,0,A,-13.000006675720215,-13.82812786102295,-0.8281211853027344,-1.2728523563132286e-06
gpt-4o-2024-08-06: T0 -> T0.5,task_09_orange_juice_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,0,0,B,-12.359381675720215,-13.64062786102295,-1.2812461853027344,-3.098216385975575e-06
gpt-4o-2024-08-06: T0 -> T0.5,task_09_orange_juice_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,0,0,C,-7.107425062713446e-06,-2.5776860184123507e-06,4.529739044301095e-06,4.529717108847642e-06
gpt-4o-2024-08-06: T0 -> T0.5,task_09_orange_juice_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,0,0,D,-15.562506675720215,-16.265626907348633,-0.703120231628418,-8.801317782945171e-08
gpt-4o-2024-08-06: T0 -> T0.5,task_09_orange_juice_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,0,0,E,-16.20313262939453,-17.390626907348633,-1.1874942779541016,-6.383566560185405e-08
gpt-4o-2024-08-06: T0 -> T0.5,task_09_orange_juice_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,0,0,F,-17.56250762939453,-18.546876907348633,-0.9843692779541016,-1.4774054877912507e-08
gpt-4o-2024-08-06: T0 -> T0.5,task_09_orange_juice_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,0,0,G,-15.859381675720215,-16.500001907348633,-0.640620231628418,-6.127042387162723e-08
gpt-4o-2024-08-06: T0 -> T0.5,task_09_orange_juice_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,1,1, C,-17.093774795532227,-17.062528610229492,0.031246185302734375,1.1963758156982042e-09
gpt-4o-2024-08-06: T0 -> T0.5,task_09_orange_juice_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,1,1,A,-10.93752384185791,-11.031278610229492,-0.09375476837158203,-1.5910637226359924e-06
gpt-4o-2024-08-06: T0 -> T0.5,task_09_orange_juice_state_01,gpt-4o-2024-08-06,gpt-4o-2024-08-06,0.0,0.5,1,1,B,-12.31252384185791,-11.437528610229492,0.874995231628418,6.28802537953347e-06
