model,state,target,target_name,posthoc_identity,own_object_match,same_family,assisted_fallback,crop_file,crop_sha256,response_file,elapsed_seconds,answer,p_A,p_B,p_C,logp_A,logp_B,logp_C,other_token_probability
qwen3.5:9b,state_202,Gear_Medium,Medium gear,Gear_Large,False,True,False,input_crops/state_202/Gear_Large.png,5d23b69c2449fff305773def219e59a9d80d68f1142de6cae6476b6dda8231cf,raw/qwen3.5-9b/state_202/Gear_Medium/Gear_Large.json,0.35180920001585037,A,0.9925073979808362,0.002247127444912915,0.0047261750867635425,-0.007520812563598156,-6.098102569580078,-5.354639053344727,0.0005192994874873014
qwen3.5:9b,state_202,Gear_Small,Small gear,Gear_Large,False,True,False,input_crops/state_202/Gear_Large.png,5d23b69c2449fff305773def219e59a9d80d68f1142de6cae6476b6dda8231cf,raw/qwen3.5-9b/state_202/Gear_Small/Gear_Large.json,0.3604734999826178,A,0.9847938419900107,0.004869203975220187,0.00972180720923979,-0.015322957187891006,-5.324824810028076,-4.633383750915527,0.0006151468255293224
qwen3.5:9b,state_202,Waterproof_Male,Waterproof connector,Gear_Large,False,False,False,input_crops/state_202/Gear_Large.png,5d23b69c2449fff305773def219e59a9d80d68f1142de6cae6476b6dda8231cf,raw/qwen3.5-9b/state_202/Waterproof_Male/Gear_Large.json,0.3810095999506302,B,0.056689863162992,0.73430620925239,0.20214251693894159,-2.870159864425659,-0.3088291585445404,-1.5987823009490967,0.006861410645676469
qwen3.5:9b,state_202,M12_Hex_Nut,M12 hex nut,Gear_Large,False,False,False,input_crops/state_202/Gear_Large.png,5d23b69c2449fff305773def219e59a9d80d68f1142de6cae6476b6dda8231cf,raw/qwen3.5-9b/state_202/M12_Hex_Nut/Gear_Large.json,0.37424360000295565,B,0.024435196205220677,0.8423352871893881,0.13041907949355397,-3.711730718612671,-0.17157714068889618,-2.0370023250579834,0.0028104371118371496
qwen3.5:9b,state_202,M16_Hex_Nut,M16 hex nut,Gear_Large,False,False,False,input_crops/state_202/Gear_Large.png,5d23b69c2449fff305773def219e59a9d80d68f1142de6cae6476b6dda8231cf,raw/qwen3.5-9b/state_202/M16_Hex_Nut/Gear_Large.json,0.39746579999336973,B,0.009660946093293954,0.8411711496843297,0.147453063551917,-4.6396636962890625,-0.17296013236045837,-1.914245367050171,0.00171484067045935
qwen3.5:9b,state_202,RGOCG16-50_16mm,16 mm round pin,Gear_Large,False,False,False,input_crops/state_202/Gear_Large.png,5d23b69c2449fff305773def219e59a9d80d68f1142de6cae6476b6dda8231cf,raw/qwen3.5-9b/state_202/RGOCG16-50_16mm/Gear_Large.json,0.388106600032188,A,0.6082620616260003,0.22211383928872977,0.16315104018779888,-0.4971494674682617,-1.5045652389526367,-1.8130788803100586,0.0064730588974710734
qwen3.5:9b,state_202,RGOCG12-50_12mm,12 mm round pin,Gear_Large,False,False,False,input_crops/state_202/Gear_Large.png,5d23b69c2449fff305773def219e59a9d80d68f1142de6cae6476b6dda8231cf,raw/qwen3.5-9b/state_202/RGOCG12-50_12mm/Gear_Large.json,0.3933989999932237,A,0.5357785878914767,0.25371410363575697,0.20656262244725265,-0.6240342855453491,-1.3715472221374512,-1.5771516561508179,0.003944686025513677
qwen3.5:9b,state_202,RGOCG8-50_8mm,8 mm round pin,Gear_Large,False,False,False,input_crops/state_202/Gear_Large.png,5d23b69c2449fff305773def219e59a9d80d68f1142de6cae6476b6dda8231cf,raw/qwen3.5-9b/state_202/RGOCG8-50_8mm/Gear_Large.json,0.41154920001281425,A,0.6100910369161388,0.25240097553110885,0.13335574016227664,-0.49414709210395813,-1.3767362833023071,-2.014734983444214,0.004152247390475816
qwen3.5:9b,state_202,USB_Male,USB connector + cable,Gear_Large,False,False,False,input_crops/state_202/Gear_Large.png,5d23b69c2449fff305773def219e59a9d80d68f1142de6cae6476b6dda8231cf,raw/qwen3.5-9b/state_202/USB_Male/Gear_Large.json,0.4299706000019796,B,0.00422706827707614,0.8513211601795778,0.143053708370864,-5.466246604919434,-0.16096583008766174,-1.9445351362228394,0.0013980631724819226
qwen3.5:9b,state_202,DSUB_Male,DSUB connector,Gear_Large,False,False,False,input_crops/state_202/Gear_Large.png,5d23b69c2449fff305773def219e59a9d80d68f1142de6cae6476b6dda8231cf,raw/qwen3.5-9b/state_202/DSUB_Male/Gear_Large.json,0.429973800026346,B,0.10243339273424441,0.5666003981617578,0.32625742887386794,-2.2785425186157227,-0.5681009888648987,-1.1200685501098633,0.004708780230129772
qwen3.5:9b,state_202,Gear_Large,Large gear,Gear_Medium,False,True,False,input_crops/state_202/Gear_Medium.png,108195e8929e844a87a358e143fc8be89d43ee37e14f292c33dbb8ab3199825e,raw/qwen3.5-9b/state_202/Gear_Large/Gear_Medium.json,0.5118626999901608,A,0.9956454039268873,0.001034944616948097,0.0030687361284439125,-0.004364104941487312,-6.873407363891602,-5.786489486694336,0.00025091532772070213
qwen3.5:9b,state_202,Gear_Medium,Medium gear,Gear_Medium,True,True,False,input_crops/state_202/Gear_Medium.png,108195e8929e844a87a358e143fc8be89d43ee37e14f292c33dbb8ab3199825e,raw/qwen3.5-9b/state_202/Gear_Medium/Gear_Medium.json,0.36162270000204444,A,0.992782235340906,0.0014286253985633108,0.0053081189073351355,-0.007243938744068146,-6.551042556762695,-5.238517761230469,0.00048102035319541603
qwen3.5:9b,state_202,Gear_Small,Small gear,Gear_Medium,False,True,False,input_crops/state_202/Gear_Medium.png,108195e8929e844a87a358e143fc8be89d43ee37e14f292c33dbb8ab3199825e,raw/qwen3.5-9b/state_202/Gear_Small/Gear_Medium.json,0.3992520999745466,A,0.993872761711484,0.0015759296191527408,0.004304780880268012,-0.006146086845546961,-6.45290994644165,-5.448029041290283,0.0002465277890952855
qwen3.5:9b,state_202,Waterproof_Male,Waterproof connector,Gear_Medium,False,False,False,input_crops/state_202/Gear_Medium.png,108195e8929e844a87a358e143fc8be89d43ee37e14f292c33dbb8ab3199825e,raw/qwen3.5-9b/state_202/Waterproof_Male/Gear_Medium.json,0.39537120005115867,B,0.03335753192417031,0.785884980452302,0.178863339337965,-3.4004716873168945,-0.24094483256340027,-1.7211332321166992,0.001894148285562558
qwen3.5:9b,state_202,M12_Hex_Nut,M12 hex nut,Gear_Medium,False,False,False,input_crops/state_202/Gear_Medium.png,108195e8929e844a87a358e143fc8be89d43ee37e14f292c33dbb8ab3199825e,raw/qwen3.5-9b/state_202/M12_Hex_Nut/Gear_Medium.json,0.3871658999705687,B,0.006342144668598693,0.8330687252556195,0.15935918783049802,-5.060538291931152,-0.18263913691043854,-1.836594581604004,0.0012299422452837216
qwen3.5:9b,state_202,M16_Hex_Nut,M16 hex nut,Gear_Medium,False,False,False,input_crops/state_202/Gear_Medium.png,108195e8929e844a87a358e143fc8be89d43ee37e14f292c33dbb8ab3199825e,raw/qwen3.5-9b/state_202/M16_Hex_Nut/Gear_Medium.json,0.39805219997651875,B,0.009960295866550678,0.8263387137835158,0.1625525824772638,-4.6091485023498535,-0.19075052440166473,-1.8167537450790405,0.0011484078726697877
qwen3.5:9b,state_202,RGOCG16-50_16mm,16 mm round pin,Gear_Medium,False,False,False,input_crops/state_202/Gear_Medium.png,108195e8929e844a87a358e143fc8be89d43ee37e14f292c33dbb8ab3199825e,raw/qwen3.5-9b/state_202/RGOCG16-50_16mm/Gear_Medium.json,0.4331938999821432,A,0.4842044237221354,0.28613623886761264,0.22472202764854363,-0.7252480983734131,-1.2512872219085693,-1.4928910732269287,0.004937309761708364
qwen3.5:9b,state_202,RGOCG12-50_12mm,12 mm round pin,Gear_Medium,False,False,False,input_crops/state_202/Gear_Medium.png,108195e8929e844a87a358e143fc8be89d43ee37e14f292c33dbb8ab3199825e,raw/qwen3.5-9b/state_202/RGOCG12-50_12mm/Gear_Medium.json,0.4245309000252746,A,0.6996030772981175,0.15517219282686193,0.14127135495896667,-0.3572421371936798,-1.8632198572158813,-1.9570727348327637,0.003953374916053853
qwen3.5:9b,state_202,RGOCG8-50_8mm,8 mm round pin,Gear_Medium,False,False,False,input_crops/state_202/Gear_Medium.png,108195e8929e844a87a358e143fc8be89d43ee37e14f292c33dbb8ab3199825e,raw/qwen3.5-9b/state_202/RGOCG8-50_8mm/Gear_Medium.json,0.4255756000056863,A,0.5994144852846964,0.24123011079760992,0.15610647785192866,-0.5118019580841064,-1.422003984451294,-1.8572169542312622,0.00324892606576499
qwen3.5:9b,state_202,USB_Male,USB connector + cable,Gear_Medium,False,False,False,input_crops/state_202/Gear_Medium.png,108195e8929e844a87a358e143fc8be89d43ee37e14f292c33dbb8ab3199825e,raw/qwen3.5-9b/state_202/USB_Male/Gear_Medium.json,0.4375348000321537,B,0.00247929120954886,0.8153669797370128,0.18111241615890994,-5.999782562255859,-0.20411698520183563,-1.7086373567581177,0.0010413128945284678
qwen3.5:9b,state_202,DSUB_Male,DSUB connector,Gear_Medium,False,False,False,input_crops/state_202/Gear_Medium.png,108195e8929e844a87a358e143fc8be89d43ee37e14f292c33dbb8ab3199825e,raw/qwen3.5-9b/state_202/DSUB_Male/Gear_Medium.json,0.46332280000206083,B,0.033338942862193306,0.601644470490912,0.3611241951105346,-3.401029109954834,-0.5080885887145996,-1.0185333490371704,0.003892391536360118
qwen3.5:9b,state_202,Gear_Large,Large gear,Gear_Small,False,True,False,input_crops/state_202/Gear_Small.png,1ba202f6a7dcb3dfb5dfcd5cb62a942310b21b59276bb4441319fd2102e2a13f,raw/qwen3.5-9b/state_202/Gear_Large/Gear_Small.json,0.49860539997462183,A,0.9521577944974182,0.02961896198545949,0.017381131261627946,-0.04902450740337372,-3.5193405151367188,-4.052370071411133,0.0008421122554943539
qwen3.5:9b,state_202,Gear_Medium,Medium gear,Gear_Small,False,True,False,input_crops/state_202/Gear_Small.png,1ba202f6a7dcb3dfb5dfcd5cb62a942310b21b59276bb4441319fd2102e2a13f,raw/qwen3.5-9b/state_202/Gear_Medium/Gear_Small.json,0.3821243999991566,A,0.9404364229239711,0.03700600044747284,0.021310185919009187,-0.06141123175621033,-3.296675205230713,-3.8485701084136963,0.001247390709546825
qwen3.5:9b,state_202,Gear_Small,Small gear,Gear_Small,True,True,False,input_crops/state_202/Gear_Small.png,1ba202f6a7dcb3dfb5dfcd5cb62a942310b21b59276bb4441319fd2102e2a13f,raw/qwen3.5-9b/state_202/Gear_Small/Gear_Small.json,0.3646085999789648,A,0.9284935559412704,0.04297009412431632,0.027517544139447785,-0.07419183850288391,-3.1472508907318115,-3.5929315090179443,0.0010188057949656049
qwen3.5:9b,state_202,Waterproof_Male,Waterproof connector,Gear_Small,False,False,False,input_crops/state_202/Gear_Small.png,1ba202f6a7dcb3dfb5dfcd5cb62a942310b21b59276bb4441319fd2102e2a13f,raw/qwen3.5-9b/state_202/Waterproof_Male/Gear_Small.json,0.384318099997472,B,0.1459950192420192,0.5901683490042504,0.26060900169802853,-1.9241827726364136,-0.5273474454879761,-1.3447340726852417,0.0032276300557019244
qwen3.5:9b,state_202,M12_Hex_Nut,M12 hex nut,Gear_Small,False,False,False,input_crops/state_202/Gear_Small.png,1ba202f6a7dcb3dfb5dfcd5cb62a942310b21b59276bb4441319fd2102e2a13f,raw/qwen3.5-9b/state_202/M12_Hex_Nut/Gear_Small.json,0.39312010002322495,B,0.17182307690910373,0.6306089084181408,0.19479616911012335,-1.7612899541854858,-0.46106940507888794,-1.6358015537261963,0.0027718455626322136
qwen3.5:9b,state_202,M16_Hex_Nut,M16 hex nut,Gear_Small,False,False,False,input_crops/state_202/Gear_Small.png,1ba202f6a7dcb3dfb5dfcd5cb62a942310b21b59276bb4441319fd2102e2a13f,raw/qwen3.5-9b/state_202/M16_Hex_Nut/Gear_Small.json,0.4286292999750003,B,0.13056178721291192,0.6334800218343747,0.2332016674852826,-2.0359086990356445,-0.45652681589126587,-1.455851674079895,0.002756523467430827
qwen3.5:9b,state_202,RGOCG16-50_16mm,16 mm round pin,Gear_Small,False,False,False,input_crops/state_202/Gear_Small.png,1ba202f6a7dcb3dfb5dfcd5cb62a942310b21b59276bb4441319fd2102e2a13f,raw/qwen3.5-9b/state_202/RGOCG16-50_16mm/Gear_Small.json,0.4066006999928504,A,0.6442155254954034,0.1823614044747775,0.17021309103526064,-0.439721941947937,-1.7017648220062256,-1.7707041501998901,0.003209978994558549
qwen3.5:9b,state_202,RGOCG12-50_12mm,12 mm round pin,Gear_Small,False,False,False,input_crops/state_202/Gear_Small.png,1ba202f6a7dcb3dfb5dfcd5cb62a942310b21b59276bb4441319fd2102e2a13f,raw/qwen3.5-9b/state_202/RGOCG12-50_12mm/Gear_Small.json,0.41911650000838563,A,0.4954568080782784,0.3154052222504585,0.18536058871058222,-0.7022750973701477,-1.1538970470428467,-1.6854522228240967,0.0037773809606809206
qwen3.5:9b,state_202,RGOCG8-50_8mm,8 mm round pin,Gear_Small,False,False,False,input_crops/state_202/Gear_Small.png,1ba202f6a7dcb3dfb5dfcd5cb62a942310b21b59276bb4441319fd2102e2a13f,raw/qwen3.5-9b/state_202/RGOCG8-50_8mm/Gear_Small.json,0.41755120002198964,A,0.5394214987449735,0.26954401178025333,0.1876963756990932,-0.6172580122947693,-1.3110235929489136,-1.6729296445846558,0.0033381137756800516
qwen3.5:9b,state_202,USB_Male,USB connector + cable,Gear_Small,False,False,False,input_crops/state_202/Gear_Small.png,1ba202f6a7dcb3dfb5dfcd5cb62a942310b21b59276bb4441319fd2102e2a13f,raw/qwen3.5-9b/state_202/USB_Male/Gear_Small.json,0.4350420000264421,B,0.031504348954470796,0.6985417111807853,0.267376112856422,-3.457629680633545,-0.35876038670539856,-1.319098949432373,0.0025778270083218757
qwen3.5:9b,state_202,DSUB_Male,DSUB connector,Gear_Small,False,False,False,input_crops/state_202/Gear_Small.png,1ba202f6a7dcb3dfb5dfcd5cb62a942310b21b59276bb4441319fd2102e2a13f,raw/qwen3.5-9b/state_202/DSUB_Male/Gear_Small.json,0.4215739000355825,C,0.18010821807271973,0.31736902744043,0.49361396228262033,-1.7141973972320557,-1.1476900577545166,-0.7060015201568604,0.00890879220422991
qwen3.5:9b,state_202,Gear_Large,Large gear,Waterproof_Male,False,False,False,input_crops/state_202/Waterproof_Male.png,7cc62a5ff425def58574827d00781d4317eb510bf765d2165d2b375c4555a81c,raw/qwen3.5-9b/state_202/Gear_Large/Waterproof_Male.json,0.4990981000009924,B,0.30911453201882555,0.4561024808706998,0.22982353879222464,-1.1740434169769287,-0.7850377559661865,-1.4704434871673584,0.004959448318250015
qwen3.5:9b,state_202,Gear_Medium,Medium gear,Waterproof_Male,False,False,False,input_crops/state_202/Waterproof_Male.png,7cc62a5ff425def58574827d00781d4317eb510bf765d2165d2b375c4555a81c,raw/qwen3.5-9b/state_202/Gear_Medium/Waterproof_Male.json,0.37283629999728873,A,0.4247599498952348,0.4105755798338623,0.1602601548046535,-0.8562310934066772,-0.8901952505111694,-1.8309568166732788,0.00440431546624942
qwen3.5:9b,state_202,Gear_Small,Small gear,Waterproof_Male,False,False,False,input_crops/state_202/Waterproof_Male.png,7cc62a5ff425def58574827d00781d4317eb510bf765d2165d2b375c4555a81c,raw/qwen3.5-9b/state_202/Gear_Small/Waterproof_Male.json,0.3644039999926463,A,0.4150177001346356,0.3658796863087284,0.21589846236898536,-0.8794341087341309,-1.00545072555542,-1.532947063446045,0.0032041511876506057
qwen3.5:9b,state_202,Waterproof_Male,Waterproof connector,Waterproof_Male,True,True,False,input_crops/state_202/Waterproof_Male.png,7cc62a5ff425def58574827d00781d4317eb510bf765d2165d2b375c4555a81c,raw/qwen3.5-9b/state_202/Waterproof_Male/Waterproof_Male.json,0.38394259999040514,A,0.9776588073208066,0.005245547026706162,0.015450431736648323,-0.02259453758597374,-5.250375747680664,-4.17011833190918,0.001645213915838939
qwen3.5:9b,state_202,M12_Hex_Nut,M12 hex nut,Waterproof_Male,False,False,False,input_crops/state_202/Waterproof_Male.png,7cc62a5ff425def58574827d00781d4317eb510bf765d2165d2b375c4555a81c,raw/qwen3.5-9b/state_202/M12_Hex_Nut/Waterproof_Male.json,0.38860060001024976,B,0.07161253863172877,0.6844577250402912,0.23811256748540524,-2.6364850997924805,-0.3791283965110779,-1.4350117444992065,0.005817168842574771
qwen3.5:9b,state_202,M16_Hex_Nut,M16 hex nut,Waterproof_Male,False,False,False,input_crops/state_202/Waterproof_Male.png,7cc62a5ff425def58574827d00781d4317eb510bf765d2165d2b375c4555a81c,raw/qwen3.5-9b/state_202/M16_Hex_Nut/Waterproof_Male.json,0.400973999989219,B,0.03324431392578676,0.6767615648057551,0.287121872430645,-3.403871536254883,-0.3904362618923187,-1.2478485107421875,0.0028722488378131183
qwen3.5:9b,state_202,RGOCG16-50_16mm,16 mm round pin,Waterproof_Male,False,False,False,input_crops/state_202/Waterproof_Male.png,7cc62a5ff425def58574827d00781d4317eb510bf765d2165d2b375c4555a81c,raw/qwen3.5-9b/state_202/RGOCG16-50_16mm/Waterproof_Male.json,0.4159003999666311,A,0.8325932056098757,0.09791758330196926,0.06480900492130157,-0.1832101047039032,-2.323629140853882,-2.7363107204437256,0.0046802061668534956
qwen3.5:9b,state_202,RGOCG12-50_12mm,12 mm round pin,Waterproof_Male,False,False,False,input_crops/state_202/Waterproof_Male.png,7cc62a5ff425def58574827d00781d4317eb510bf765d2165d2b375c4555a81c,raw/qwen3.5-9b/state_202/RGOCG12-50_12mm/Waterproof_Male.json,0.41416290000779554,A,0.915369268989472,0.041810989335410435,0.040554833868079426,-0.08842772245407104,-3.174596071243286,-3.2051002979278564,0.002264907807038141
qwen3.5:9b,state_202,RGOCG8-50_8mm,8 mm round pin,Waterproof_Male,False,False,False,input_crops/state_202/Waterproof_Male.png,7cc62a5ff425def58574827d00781d4317eb510bf765d2165d2b375c4555a81c,raw/qwen3.5-9b/state_202/RGOCG8-50_8mm/Waterproof_Male.json,0.42369379999581724,A,0.8901174036148607,0.05488392802743893,0.05211273420617277,-0.11640191078186035,-2.9025347232818604,-2.954345941543579,0.0028859341515276027
qwen3.5:9b,state_202,USB_Male,USB connector + cable,Waterproof_Male,False,False,False,input_crops/state_202/Waterproof_Male.png,7cc62a5ff425def58574827d00781d4317eb510bf765d2165d2b375c4555a81c,raw/qwen3.5-9b/state_202/USB_Male/Waterproof_Male.json,0.4346476999926381,B,0.16020117096831188,0.6440769995500841,0.18921191158621414,-1.8313249349594116,-0.4399369955062866,-1.6648876667022705,0.006509917895389794
qwen3.5:9b,state_202,DSUB_Male,DSUB connector,Waterproof_Male,False,False,False,input_crops/state_202/Waterproof_Male.png,7cc62a5ff425def58574827d00781d4317eb510bf765d2165d2b375c4555a81c,raw/qwen3.5-9b/state_202/DSUB_Male/Waterproof_Male.json,0.41962609998881817,A,0.6382488645560384,0.2265400072183298,0.1266158045574098,-0.44902700185775757,-1.4848337173461914,-2.0665979385375977,0.008595323668222021
qwen3.5:9b,state_202,Gear_Large,Large gear,M12_Hex_Nut,False,False,False,input_crops/state_202/M12_Hex_Nut.png,3718dec057ac940d14b25b665ed81c8e846d2ffe0ea118f40903b6a5da604056,raw/qwen3.5-9b/state_202/Gear_Large/M12_Hex_Nut.json,0.48767669999506325,A,0.9077998404385059,0.036988023708273386,0.05190144775402321,-0.09673136472702026,-3.297161102294922,-2.9584085941314697,0.003310688099197545
qwen3.5:9b,state_202,Gear_Medium,Medium gear,M12_Hex_Nut,False,False,False,input_crops/state_202/M12_Hex_Nut.png,3718dec057ac940d14b25b665ed81c8e846d2ffe0ea118f40903b6a5da604056,raw/qwen3.5-9b/state_202/Gear_Medium/M12_Hex_Nut.json,0.3830968999536708,A,0.9203715915199656,0.023782975559801606,0.05313751248072948,-0.0829777866601944,-3.7387852668762207,-2.9348721504211426,0.0027079204395032974
qwen3.5:9b,state_202,Gear_Small,Small gear,M12_Hex_Nut,False,False,False,input_crops/state_202/M12_Hex_Nut.png,3718dec057ac940d14b25b665ed81c8e846d2ffe0ea118f40903b6a5da604056,raw/qwen3.5-9b/state_202/Gear_Small/M12_Hex_Nut.json,0.36496199999237433,A,0.904080925111467,0.0320191222089429,0.06185952887565609,-0.10083640366792679,-3.4414219856262207,-2.7828891277313232,0.0020404238039340994
qwen3.5:9b,state_202,Waterproof_Male,Waterproof connector,M12_Hex_Nut,False,False,False,input_crops/state_202/M12_Hex_Nut.png,3718dec057ac940d14b25b665ed81c8e846d2ffe0ea118f40903b6a5da604056,raw/qwen3.5-9b/state_202/Waterproof_Male/M12_Hex_Nut.json,0.3792974000098184,A,0.8307119618000635,0.04972672145610208,0.11729889681221353,-0.18547216057777405,-3.0012128353118896,-2.1430299282073975,0.002262419931620907
qwen3.5:9b,state_202,M12_Hex_Nut,M12 hex nut,M12_Hex_Nut,True,True,False,input_crops/state_202/M12_Hex_Nut.png,3718dec057ac940d14b25b665ed81c8e846d2ffe0ea118f40903b6a5da604056,raw/qwen3.5-9b/state_202/M12_Hex_Nut/M12_Hex_Nut.json,0.37854689999949187,A,0.9130331272087255,0.03364059036775096,0.051626159961941996,-0.09098311513662338,-3.392021894454956,-2.963726758956909,0.0017001224615815769
qwen3.5:9b,state_202,M16_Hex_Nut,M16 hex nut,M12_Hex_Nut,False,True,False,input_crops/state_202/M12_Hex_Nut.png,3718dec057ac940d14b25b665ed81c8e846d2ffe0ea118f40903b6a5da604056,raw/qwen3.5-9b/state_202/M16_Hex_Nut/M12_Hex_Nut.json,0.3926107999868691,A,0.9504435642200298,0.01817477799616791,0.029879876578872058,-0.05082649365067482,-4.007720470428467,-3.5105700492858887,0.0015017812049301638
qwen3.5:9b,state_202,RGOCG16-50_16mm,16 mm round pin,M12_Hex_Nut,False,False,False,input_crops/state_202/M12_Hex_Nut.png,3718dec057ac940d14b25b665ed81c8e846d2ffe0ea118f40903b6a5da604056,raw/qwen3.5-9b/state_202/RGOCG16-50_16mm/M12_Hex_Nut.json,0.4143430000403896,A,0.7852822563865057,0.06067713160574732,0.15079301657929162,-0.2417120635509491,-2.8021883964538574,-1.8918471336364746,0.00324759542845543
qwen3.5:9b,state_202,RGOCG12-50_12mm,12 mm round pin,M12_Hex_Nut,False,False,False,input_crops/state_202/M12_Hex_Nut.png,3718dec057ac940d14b25b665ed81c8e846d2ffe0ea118f40903b6a5da604056,raw/qwen3.5-9b/state_202/RGOCG12-50_12mm/M12_Hex_Nut.json,0.41071519994875416,A,0.8010075738305418,0.06363837971063765,0.13231966111115842,-0.22188487648963928,-2.7545385360717773,-2.0225346088409424,0.003034385347662094
qwen3.5:9b,state_202,RGOCG8-50_8mm,8 mm round pin,M12_Hex_Nut,False,False,False,input_crops/state_202/M12_Hex_Nut.png,3718dec057ac940d14b25b665ed81c8e846d2ffe0ea118f40903b6a5da604056,raw/qwen3.5-9b/state_202/RGOCG8-50_8mm/M12_Hex_Nut.json,0.40529000002425164,A,0.8041086227666898,0.052219035910891665,0.14023132161760662,-0.21802091598510742,-2.952308177947998,-1.9644619226455688,0.0034410197048119207
qwen3.5:9b,state_202,USB_Male,USB connector + cable,M12_Hex_Nut,False,False,False,input_crops/state_202/M12_Hex_Nut.png,3718dec057ac940d14b25b665ed81c8e846d2ffe0ea118f40903b6a5da604056,raw/qwen3.5-9b/state_202/USB_Male/M12_Hex_Nut.json,0.42967160005355254,C,0.37022663050214005,0.2359204241932286,0.3878794650824981,-0.9936399459838867,-1.4442607164382935,-0.9470606446266174,0.005973480222133176
qwen3.5:9b,state_202,DSUB_Male,DSUB connector,M12_Hex_Nut,False,False,False,input_crops/state_202/M12_Hex_Nut.png,3718dec057ac940d14b25b665ed81c8e846d2ffe0ea118f40903b6a5da604056,raw/qwen3.5-9b/state_202/DSUB_Male/M12_Hex_Nut.json,0.42399800004204735,A,0.5213041292663667,0.1335922144058598,0.3398258561169153,-0.6514216661453247,-2.01296329498291,-1.0793219804763794,0.005277800210858219
qwen3.5:9b,state_202,Gear_Large,Large gear,M16_Hex_Nut,False,False,False,input_crops/state_202/M16_Hex_Nut.png,0ba075552bcc00319db0033a5921c1693c2dd389f4f45ec5db2d02ec76429ef3,raw/qwen3.5-9b/state_202/Gear_Large/M16_Hex_Nut.json,0.48631889995886013,A,0.961051284859865,0.013291474587681835,0.024482185663049095,-0.039727505296468735,-4.320632457733154,-3.7098095417022705,0.0011750548894040591
qwen3.5:9b,state_202,Gear_Medium,Medium gear,M16_Hex_Nut,False,False,False,input_crops/state_202/M16_Hex_Nut.png,0ba075552bcc00319db0033a5921c1693c2dd389f4f45ec5db2d02ec76429ef3,raw/qwen3.5-9b/state_202/Gear_Medium/M16_Hex_Nut.json,0.36794050002936274,A,0.957136214342626,0.015671343970362926,0.02467108414429881,-0.04380956292152405,-4.155921459197998,-3.7021234035491943,0.0025213575427122104
qwen3.5:9b,state_202,Gear_Small,Small gear,M16_Hex_Nut,False,False,False,input_crops/state_202/M16_Hex_Nut.png,0ba075552bcc00319db0033a5921c1693c2dd389f4f45ec5db2d02ec76429ef3,raw/qwen3.5-9b/state_202/Gear_Small/M16_Hex_Nut.json,0.36807309999130666,A,0.9453193545133319,0.01922459579424232,0.0341806761957625,-0.05623246729373932,-3.9515647888183594,-3.3760948181152344,0.0012753734966632901
qwen3.5:9b,state_202,Waterproof_Male,Waterproof connector,M16_Hex_Nut,False,False,False,input_crops/state_202/M16_Hex_Nut.png,0ba075552bcc00319db0033a5921c1693c2dd389f4f45ec5db2d02ec76429ef3,raw/qwen3.5-9b/state_202/Waterproof_Male/M16_Hex_Nut.json,0.3944300000439398,A,0.8533188045446635,0.05725282069406269,0.08623862618138559,-0.15862205624580383,-2.860278367996216,-2.450637102127075,0.0031897485798882963
qwen3.5:9b,state_202,M12_Hex_Nut,M12 hex nut,M16_Hex_Nut,False,True,False,input_crops/state_202/M16_Hex_Nut.png,0ba075552bcc00319db0033a5921c1693c2dd389f4f45ec5db2d02ec76429ef3,raw/qwen3.5-9b/state_202/M12_Hex_Nut/M16_Hex_Nut.json,0.37699420005083084,A,0.9872041347028508,0.003640705862900725,0.008489584868398783,-0.012878437526524067,-5.615577697753906,-4.768915176391602,0.0006655745658495915
qwen3.5:9b,state_202,M16_Hex_Nut,M16 hex nut,M16_Hex_Nut,True,True,False,input_crops/state_202/M16_Hex_Nut.png,0ba075552bcc00319db0033a5921c1693c2dd389f4f45ec5db2d02ec76429ef3,raw/qwen3.5-9b/state_202/M16_Hex_Nut/M16_Hex_Nut.json,0.3833454999839887,A,0.988545596436563,0.003217572412907892,0.007495262568142385,-0.011520510539412498,-5.739128112792969,-4.893484115600586,0.0007415685823867202
qwen3.5:9b,state_202,RGOCG16-50_16mm,16 mm round pin,M16_Hex_Nut,False,False,False,input_crops/state_202/M16_Hex_Nut.png,0ba075552bcc00319db0033a5921c1693c2dd389f4f45ec5db2d02ec76429ef3,raw/qwen3.5-9b/state_202/RGOCG16-50_16mm/M16_Hex_Nut.json,0.4203669999842532,A,0.7396849935426898,0.11951637228806992,0.1373393973125702,-0.3015308678150177,-2.1243019104003906,-1.985300064086914,0.003459236856670156
qwen3.5:9b,state_202,RGOCG12-50_12mm,12 mm round pin,M16_Hex_Nut,False,False,False,input_crops/state_202/M16_Hex_Nut.png,0ba075552bcc00319db0033a5921c1693c2dd389f4f45ec5db2d02ec76429ef3,raw/qwen3.5-9b/state_202/RGOCG12-50_12mm/M16_Hex_Nut.json,0.41243630001554266,A,0.8318233472745385,0.07655631900236094,0.08861061350312469,-0.18413518369197845,-2.5697286128997803,-2.4235036373138428,0.003009720219975809
